record_id,product,district,supplier,stock_date,opening_stock,quantity_received,quantity_dispensed,lead_time_days,stockout_flag
REC7338,Paracetamol,Madurai,Supplier-A,2025-05-07,275,103,133,2,0
REC7339,Cough Syrup,Coimbatore,Supplier-D,2025-05-08,131,66,84,13,0
REC7340,Paracetamol,Coimbatore,Supplier-D,2025-05-08,296,85,131,11,0
REC7341,Antiseptic,Trichy,Supplier-D,2025-05-08,4,212,253,2,1
REC7342,ORS Packets,Chennai,Supplier-A,2025-05-09,322,67,236,3,0
REC7343,Insulin,Coimbatore,Supplier-C,2025-05-09,21,116,311,18,0
REC7344,Amoxicillin,Trichy,Supplier-B,2025-05-10,303,2,299,19,0
REC7345,ORS Packets,Salem,Supplier-B,2025-05-10,384,229,283,13,0
REC7346,Iron Tablets,Coimbatore,Supplier-D,2025-05-10,365,276,178,4,0
REC7347,Antiseptic,Madurai,Supplier-D,2025-05-11,324,282,214,12,0
REC7348,Amoxicillin,Coimbatore,Supplier-C,2025-05-11,159,137,117,4,0
REC7349,Insulin,Erode,Supplier-D,2025-05-11,23,229,53,16,0
REC7350,Metformin,Coimbatore,Supplier-C,2025-05-12,206,188,93,15,0
REC7351,Amoxicillin,Chennai,Supplier-C,2025-05-12,306,114,135,15,0
REC7352,Metformin,Vellore,Supplier-A,2025-05-13,447,2,112,8,0
REC7353,Iron Tablets,Madurai,Supplier-C,2025-05-13,364,49,280,17,0
REC7354,Iron Tablets,Coimbatore,Supplier-A,2025-05-13,491,201,253,8,1
REC7355,Amoxicillin,Vellore,Supplier-B,2025-05-14,333,122,226,8,1
REC7356,Insulin,Salem,Supplier-D,2025-05-14,315,150,74,18,0
REC7357,Paracetamol,Coimbatore,Supplier-B,2025-05-14,490,33,134,12,0
REC7358,Paracetamol,Madurai,Supplier-A,2025-05-15,439,181,224,19,0
REC7359,Antiseptic,Madurai,Supplier-B,2025-05-15,9,225,293,8,0
REC7360,Metformin,Dindigul,Supplier-D,2025-05-16,348,215,120,19,0
REC7361,Insulin,Coimbatore,Supplier-C,2025-05-16,444,220,230,13,0
REC7362,Antiseptic,Madurai,Supplier-A,2025-05-16,394,106,83,8,0
REC7363,Metformin,Dindigul,Supplier-B,2025-05-17,201,255,243,8,1
REC7364,Cough Syrup,Coimbatore,Supplier-D,2025-05-17,238,188,48,6,0
REC7365,Cough Syrup,Salem,Supplier-B,2025-05-17,475,254,252,11,1
REC7366,Insulin,Madurai,Supplier-D,2025-05-18,328,50,335,9,0
REC7367,Amoxicillin,Vellore,Supplier-C,2025-05-18,204,80,302,12,0
REC7368,Cough Syrup,Vellore,Supplier-A,2025-05-19,456,73,308,17,0
REC7369,Antiseptic,Salem,Supplier-D,2025-05-19,256,260,149,9,0
REC7370,Paracetamol,Chennai,Supplier-D,2025-05-19,160,104,167,15,0
REC7371,ORS Packets,Erode,Supplier-A,2025-05-20,493,112,105,18,0
REC7372,Amoxicillin,Coimbatore,Supplier-B,2025-05-20,213,122,208,9,0
REC7373,Cough Syrup,Erode,Supplier-B,2025-05-20,220,229,321,7,0
REC7374,Insulin,Salem,Supplier-D,2025-05-21,425,260,322,15,0
REC7375,Iron Tablets,Madurai,Supplier-D,2025-05-21,395,117,53,16,1
REC7376,Iron Tablets,Trichy,Supplier-B,2025-05-22,456,216,339,10,0
REC7377,Paracetamol,Dindigul,Supplier-D,2025-05-22,43,205,293,4,0
REC7378,Cough Syrup,Dindigul,Supplier-A,2025-05-22,133,72,231,7,0
REC7379,ORS Packets,Coimbatore,Supplier-B,2025-05-23,152,194,219,2,0
REC7380,Metformin,Erode,Supplier-B,2025-05-23,260,73,62,14,0
REC7381,ORS Packets,Dindigul,Supplier-C,2025-05-23,494,126,232,12,0
REC7382,Cough Syrup,Trichy,Supplier-D,2025-05-24,418,111,312,13,0
REC7383,Paracetamol,Madurai,Supplier-C,2025-05-24,164,278,301,17,0
REC7384,Insulin,Dindigul,Supplier-B,2025-05-25,137,75,313,17,1
REC7385,Insulin,Vellore,Supplier-A,2025-05-25,493,185,284,7,0
REC7386,ORS Packets,Coimbatore,Supplier-C,2025-05-25,102,223,220,6,0
REC7387,Antiseptic,Trichy,Supplier-D,2025-05-26,306,2,134,2,1
REC7388,Amoxicillin,Salem,Supplier-C,2025-05-26,147,91,55,16,1
REC7389,Insulin,Trichy,Supplier-B,2025-05-26,103,170,92,15,0
REC7390,Iron Tablets,Trichy,Supplier-B,2025-05-27,294,254,349,5,0
REC7391,Antiseptic,Salem,Supplier-D,2025-05-27,280,151,14,14,0
REC7392,Cough Syrup,Madurai,Supplier-D,2025-05-28,127,268,275,4,1
REC7393,Iron Tablets,Trichy,Supplier-A,2025-05-28,247,118,318,18,0
REC7394,Metformin,Salem,Supplier-B,2025-05-28,283,224,299,15,0
REC7395,Iron Tablets,Madurai,Supplier-B,2025-05-29,151,281,47,17,0
REC7396,Antiseptic,Madurai,Supplier-C,2025-05-29,310,122,219,19,1
REC7397,Cough Syrup,Salem,Supplier-A,2025-05-29,22,75,172,8,0
REC7398,Antiseptic,Dindigul,Supplier-D,2025-05-30,443,55,89,13,0
REC7399,ORS Packets,Coimbatore,Supplier-A,2025-05-30,164,67,346,6,0
REC7400,Paracetamol,Coimbatore,Supplier-B,2025-05-31,108,161,173,11,0
REC7401,ORS Packets,Salem,Supplier-C,2025-05-31,262,17,187,2,0
REC7402,Antiseptic,Madurai,Supplier-B,2025-05-31,275,84,171,4,0
REC7403,ORS Packets,Erode,Supplier-A,2025-06-01,357,85,212,5,0
REC7404,Metformin,Erode,Supplier-A,2025-06-01,96,94,87,11,0
REC7405,Iron Tablets,Salem,Supplier-D,2025-06-01,268,191,213,15,1
REC7406,Metformin,Salem,Supplier-B,2025-06-02,205,6,243,3,0
REC7407,Metformin,Coimbatore,Supplier-C,2025-06-02,456,261,230,3,0
REC7408,Insulin,Erode,Supplier-A,2025-06-03,429,242,46,3,0
REC7409,Amoxicillin,Vellore,Supplier-B,2025-06-03,483,173,348,17,0
REC7410,Paracetamol,Erode,Supplier-B,2025-06-03,154,254,83,17,0
REC7411,Iron Tablets,Madurai,Supplier-A,2025-06-04,250,74,281,6,0
REC7412,Cough Syrup,Madurai,Supplier-D,2025-06-04,60,127,217,19,1
REC7413,ORS Packets,Vellore,Supplier-A,2025-06-04,323,107,283,19,0
REC7414,ORS Packets,Chennai,Supplier-A,2025-06-05,260,226,131,4,0
REC7415,ORS Packets,Salem,Supplier-B,2025-06-05,149,267,144,4,0
REC7416,Cough Syrup,Dindigul,Supplier-B,2025-06-06,479,230,62,11,0
REC7417,Amoxicillin,Dindigul,Supplier-C,2025-06-06,414,255,337,4,0
REC7418,Paracetamol,Salem,Supplier-B,2025-06-06,242,140,182,8,0
REC7419,Amoxicillin,Trichy,Supplier-D,2025-06-07,452,271,42,5,0
REC7420,Metformin,Erode,Supplier-D,2025-06-07,183,142,231,19,0
REC7421,Insulin,Vellore,Supplier-C,2025-06-07,106,11,40,11,1
REC7422,Insulin,Salem,Supplier-B,2025-06-08,252,204,199,18,0
REC7423,Antiseptic,Vellore,Supplier-D,2025-06-08,161,99,337,6,0
REC7424,ORS Packets,Chennai,Supplier-B,2025-06-09,346,153,223,16,0
REC7425,ORS Packets,Coimbatore,Supplier-B,2025-06-09,49,18,200,10,0
REC7426,Insulin,Salem,Supplier-B,2025-06-09,334,208,91,19,0
REC7427,Insulin,Dindigul,Supplier-D,2025-06-10,173,239,81,6,0
REC7428,Iron Tablets,Trichy,Supplier-C,2025-06-10,405,206,80,6,1
REC7429,ORS Packets,Vellore,Supplier-D,2025-06-10,440,190,179,2,0
REC7430,Iron Tablets,Trichy,Supplier-A,2025-06-11,355,243,333,4,0
REC7431,Iron Tablets,Coimbatore,Supplier-A,2025-06-11,125,85,21,5,0
REC7432,Antiseptic,Trichy,Supplier-D,2025-06-12,444,109,237,5,0
REC7433,Insulin,Erode,Supplier-A,2025-06-12,249,216,337,19,0
REC7434,Cough Syrup,Vellore,Supplier-D,2025-06-12,25,229,328,14,0
REC7435,Amoxicillin,Trichy,Supplier-C,2025-06-13,379,169,42,4,0
REC7436,Paracetamol,Coimbatore,Supplier-C,2025-06-13,105,58,198,15,1
REC7437,Antiseptic,Chennai,Supplier-C,2025-06-13,136,296,145,8,1
REC7438,ORS Packets,Coimbatore,Supplier-D,2025-06-14,246,77,211,9,0
REC7439,Insulin,Salem,Supplier-B,2025-06-14,284,238,57,2,1
REC7440,Iron Tablets,Vellore,Supplier-A,2025-06-15,123,15,65,6,0
REC7441,Amoxicillin,Vellore,Supplier-C,2025-06-15,412,42,41,6,0
REC7442,Insulin,Salem,Supplier-C,2025-06-15,215,164,245,17,0
REC7443,Paracetamol,Trichy,Supplier-A,2025-06-16,141,241,196,14,1
REC7444,Metformin,Dindigul,Supplier-D,2025-06-16,159,257,91,3,1
REC7445,Paracetamol,Vellore,Supplier-C,2025-06-16,491,195,329,12,0
REC7446,Insulin,Salem,Supplier-C,2025-06-17,293,233,79,14,0
REC7447,Cough Syrup,Erode,Supplier-C,2025-06-17,301,244,187,18,1
REC7448,Paracetamol,Madurai,Supplier-C,2025-06-18,197,108,112,18,1
REC7449,Insulin,Madurai,Supplier-D,2025-06-18,240,11,47,11,0
REC7450,ORS Packets,Salem,Supplier-D,2025-06-18,199,72,96,9,0
REC7451,ORS Packets,Erode,Supplier-A,2025-06-19,376,272,327,10,0
REC7452,ORS Packets,Madurai,Supplier-A,2025-06-19,477,262,256,11,0
REC7453,ORS Packets,Dindigul,Supplier-A,2025-06-19,427,164,336,8,0
REC7454,Cough Syrup,Dindigul,Supplier-D,2025-06-20,372,41,29,11,1
REC7455,Metformin,Coimbatore,Supplier-A,2025-06-20,103,263,145,12,0
REC7456,Iron Tablets,Trichy,Supplier-D,2025-06-21,183,145,268,6,0
REC7457,Insulin,Dindigul,Supplier-D,2025-06-21,72,180,29,4,0
REC7458,Insulin,Madurai,Supplier-B,2025-06-21,372,113,85,5,0
REC7459,Paracetamol,Erode,Supplier-B,2025-06-22,122,90,201,14,0
REC7460,Iron Tablets,Madurai,Supplier-D,2025-06-22,475,146,13,16,1
REC7461,Amoxicillin,Vellore,Supplier-C,2025-06-22,461,77,222,6,0
REC7462,Amoxicillin,Erode,Supplier-B,2025-06-23,380,148,265,19,0
REC7463,Iron Tablets,Erode,Supplier-A,2025-06-23,221,298,315,7,0
REC7464,ORS Packets,Trichy,Supplier-C,2025-06-24,352,195,30,14,0
REC7465,Paracetamol,Dindigul,Supplier-D,2025-06-24,268,31,115,6,1
REC7466,Metformin,Trichy,Supplier-D,2025-06-24,212,117,81,14,0
REC7467,Iron Tablets,Chennai,Supplier-A,2025-06-25,249,210,271,2,0
REC7468,ORS Packets,Trichy,Supplier-C,2025-06-25,387,44,221,8,1
REC7469,Iron Tablets,Vellore,Supplier-B,2025-06-25,452,270,261,4,1
REC7470,Insulin,Chennai,Supplier-D,2025-06-26,325,87,14,12,1
REC7471,Iron Tablets,Trichy,Supplier-B,2025-06-26,41,198,291,16,1
REC7472,Iron Tablets,Dindigul,Supplier-A,2025-06-27,425,22,281,6,1
REC7473,ORS Packets,Dindigul,Supplier-C,2025-06-27,172,127,195,3,0
REC7474,Insulin,Coimbatore,Supplier-C,2025-06-27,118,70,169,2,0
REC7475,Iron Tablets,Dindigul,Supplier-D,2025-06-28,139,22,47,17,1
REC7476,Antiseptic,Trichy,Supplier-A,2025-06-28,260,149,301,9,0
REC7477,Insulin,Coimbatore,Supplier-D,2025-06-28,222,149,320,6,0
REC7478,Amoxicillin,Dindigul,Supplier-B,2025-06-29,327,31,255,2,0
REC7479,Iron Tablets,Chennai,Supplier-C,2025-06-29,95,78,107,11,0
REC7480,ORS Packets,Vellore,Supplier-C,2025-06-30,135,277,264,14,0
REC7481,Cough Syrup,Erode,Supplier-A,2025-06-30,313,3,149,8,0
REC7482,Cough Syrup,Salem,Supplier-C,2025-06-30,53,197,69,10,0
REC7483,Metformin,Vellore,Supplier-A,2025-07-01,33,123,237,12,0
REC7484,Insulin,Dindigul,Supplier-A,2025-07-01,56,94,165,15,0
REC7485,Metformin,Salem,Supplier-B,2025-07-01,408,106,182,18,0
REC7486,Paracetamol,Coimbatore,Supplier-B,2025-07-02,75,111,329,14,0
REC7487,Amoxicillin,Madurai,Supplier-D,2025-07-02,258,36,146,16,0
REC7488,Paracetamol,Dindigul,Supplier-A,2025-07-03,369,46,112,4,0
REC7489,Cough Syrup,Madurai,Supplier-B,2025-07-03,257,232,214,11,0
REC7490,Insulin,Coimbatore,Supplier-C,2025-07-03,140,188,127,2,1
REC7491,Insulin,Dindigul,Supplier-C,2025-07-04,125,299,39,2,1
REC7492,Cough Syrup,Dindigul,Supplier-D,2025-07-04,441,160,11,13,0
REC7493,Cough Syrup,Vellore,Supplier-B,2025-07-04,54,293,184,3,0
REC7494,Insulin,Vellore,Supplier-D,2025-07-05,79,110,305,5,0
REC7495,Antiseptic,Madurai,Supplier-B,2025-07-05,205,176,139,18,0
REC7496,ORS Packets,Salem,Supplier-A,2025-07-06,487,93,233,2,0
REC7497,Cough Syrup,Dindigul,Supplier-A,2025-07-06,437,47,277,7,0
REC7498,Antiseptic,Salem,Supplier-D,2025-07-06,1,237,133,12,1
REC7499,Cough Syrup,Dindigul,Supplier-A,2025-07-07,273,293,167,18,0
REC7500,Amoxicillin,Salem,Supplier-B,2025-07-07,121,152,246,12,0
REC7501,Paracetamol,Chennai,Supplier-A,2025-07-07,267,226,306,4,1
REC7502,ORS Packets,Erode,Supplier-B,2025-07-08,322,2,13,14,0
REC7503,Amoxicillin,Erode,Supplier-B,2025-07-08,42,284,11,10,0
REC7504,Insulin,Salem,Supplier-B,2025-07-09,459,231,85,3,1
REC7505,Amoxicillin,Vellore,Supplier-D,2025-07-09,362,245,67,7,0
REC7506,Antiseptic,Vellore,Supplier-A,2025-07-09,187,226,163,9,0
REC7507,Paracetamol,Dindigul,Supplier-B,2025-07-10,320,251,82,15,1
REC7508,Antiseptic,Vellore,Supplier-A,2025-07-10,210,20,301,13,0
REC7509,Insulin,Erode,Supplier-B,2025-07-10,118,243,62,6,1
REC7510,Antiseptic,Chennai,Supplier-A,2025-07-11,300,258,91,8,0
REC7511,Paracetamol,Erode,Supplier-C,2025-07-11,334,216,223,18,0
REC7512,Metformin,Chennai,Supplier-B,2025-07-12,476,85,164,14,0
REC7513,Antiseptic,Dindigul,Supplier-B,2025-07-12,141,75,64,16,0
REC7514,Paracetamol,Chennai,Supplier-B,2025-07-12,489,290,242,7,0
REC7515,Metformin,Dindigul,Supplier-A,2025-07-13,337,150,12,7,0
REC7516,ORS Packets,Dindigul,Supplier-D,2025-07-13,402,168,328,12,0
REC7517,Amoxicillin,Salem,Supplier-C,2025-07-13,456,283,331,5,0
REC7518,Iron Tablets,Trichy,Supplier-A,2025-07-14,489,288,188,19,0
REC7519,Iron Tablets,Dindigul,Supplier-B,2025-07-14,144,295,52,8,0
REC7520,Cough Syrup,Salem,Supplier-B,2025-07-15,377,205,266,10,0
REC7521,Amoxicillin,Dindigul,Supplier-D,2025-07-15,416,297,243,10,1
REC7522,Antiseptic,Vellore,Supplier-C,2025-07-15,471,168,273,7,0
REC7523,Iron Tablets,Vellore,Supplier-B,2025-07-16,77,288,86,3,0
REC7524,Cough Syrup,Salem,Supplier-D,2025-07-16,443,194,24,13,0
REC7525,Insulin,Madurai,Supplier-B,2025-07-16,34,223,32,5,0
REC7526,Antiseptic,Trichy,Supplier-C,2025-07-17,429,48,316,9,1
REC7527,Paracetamol,Madurai,Supplier-B,2025-07-17,489,155,75,15,0
REC7528,Iron Tablets,Erode,Supplier-C,2025-07-18,393,53,287,7,0
REC7529,Antiseptic,Salem,Supplier-A,2025-07-18,332,85,242,5,1
REC7530,Antiseptic,Coimbatore,Supplier-D,2025-07-18,33,18,309,9,0
REC7531,Metformin,Madurai,Supplier-D,2025-07-19,4,294,279,5,0
REC7532,Metformin,Madurai,Supplier-D,2025-07-19,60,43,24,6,0
REC7533,ORS Packets,Coimbatore,Supplier-A,2025-07-19,305,120,75,10,0
REC7534,ORS Packets,Chennai,Supplier-A,2025-07-20,127,81,307,3,0
REC7535,Paracetamol,Erode,Supplier-C,2025-07-20,257,84,190,12,0
REC7536,Metformin,Coimbatore,Supplier-B,2025-07-21,121,157,24,16,0
REC7537,Insulin,Erode,Supplier-B,2025-07-21,387,13,280,15,0
REC7538,Antiseptic,Dindigul,Supplier-D,2025-07-21,306,146,33,16,0
REC7539,Metformin,Vellore,Supplier-C,2025-07-22,28,207,152,15,0
REC7540,Metformin,Trichy,Supplier-D,2025-07-22,297,49,57,8,0
REC7541,Antiseptic,Erode,Supplier-D,2025-07-22,285,266,311,16,0
REC7542,Insulin,Madurai,Supplier-B,2025-07-23,164,271,271,3,0
REC7543,Paracetamol,Trichy,Supplier-B,2025-07-23,173,295,225,6,1
REC7544,Cough Syrup,Chennai,Supplier-D,2025-07-24,237,186,210,18,0
REC7545,ORS Packets,Vellore,Supplier-B,2025-07-24,492,167,85,8,1
REC7546,Metformin,Chennai,Supplier-B,2025-07-24,38,60,221,7,0
REC7547,Metformin,Erode,Supplier-D,2025-07-25,199,91,227,12,0
REC7548,Iron Tablets,Coimbatore,Supplier-A,2025-07-25,177,238,110,2,0
REC7549,Iron Tablets,Vellore,Supplier-A,2025-07-25,454,174,343,6,0
